id,created_at,amenity_slug,description,website_url,logo_url,vibe_tags,booking_required,available_in_tr,price_level,opening_hours,terminal_code,airport_code,name
1378,207,din-tai-fung-t3,Renowned Taiwanese restaurant famous for xiaolongbao,,,,,,,6:00 AM - 11:00 PM,SIN-T3,SIN,Din Tai Fung
1381,207,paradise-dynasty-t3,Known for signature colorful xiaolongbao,,,,,,,6:00 AM - 11:00 PM,SIN-T3,SIN,Paradise Dynasty
1379,207,bee-cheng-hiang-t3,Famous for its barbecued pork jerky,,,,,,,6:00 AM - 11:00 PM,SIN-T3,SIN,Bee Cheng Hiang
1377,207,ya-kun-kaya-toast,Traditional Singaporean breakfast sets,,,,,,,6:00 AM - 11:00 PM,SIN-T3,SIN,Ya Kun Kaya Toast
1375,207,sushi-tei-t3,Premium sushi and Japanese cuisine,,,,,,,6:00 AM - 11:00 PM,SIN-T3,SIN,Sushi Tei
1391,207,aerotel-singapore-t3,Airport transit hotel with swimming pool,,,,,,,6:00 AM - 11:00 PM,SIN-T3,SIN,Aerotel Singapore
1392,207,yotelair-singapore-changi-t3,Modern capsule-style transit hotel inside the terminal,,,,,,,6:00 AM - 11:00 PM,SIN-T3,SIN,YOTELAIR Singapore Changi
1390,207,cathay-pacific-lounge-t3,Elegant lounge for Cathay Pacific passengers,,,,,,,6:00 AM - 11:00 PM,SIN-T3,SIN,Cathay Pacific Lounge
1388,207,sats-premier-lounge-t3,Comfortable lounge with shower facilities,,,,,,,6:00 AM - 11:00 PM,SIN-T3,SIN,SATS Premier Lounge
1389,207,dnata-lounge-t3,Modern lounge with extensive food options,,,,,,,6:00 AM - 11:00 PM,SIN-T3,SIN,dnata Lounge
1394,207,uob-currency-exchange-t3,Competitive rates for currency exchange,,,,,,,6:00 AM - 11:00 PM,SIN-T3,SIN,UOB Currency Exchange
1393,207,telecommunications-kiosk-t3,SIM cards and mobile services,,,,,,,6:00 AM - 11:00 PM,SIN-T3,SIN,Telecommunications Kiosk
1396,207,trs-tax-refund-t3,Tourist refund scheme counter,,,,,,,6:00 AM - 11:00 PM,SIN-T3,SIN,TRS Tax Refund
1395,207,spa-express-t3,Quick massage and spa treatments,,,,,,,6:00 AM - 11:00 PM,SIN-T3,SIN,Spa Express
1382,207,kinokuniya-t3,Comprehensive Japanese bookstore,,,,,,,6:00 AM - 11:00 PM,SIN-T3,SIN,Kinokuniya
1383,207,lotte-duty-free-t3,Korean duty-free retailer,,,,,,,6:00 AM - 11:00 PM,SIN-T3,SIN,Lotte Duty Free
1384,207,uniqlo-t3,Japanese casual wear designer,,,,,,,6:00 AM - 11:00 PM,SIN-T3,SIN,Uniqlo
1387,207,irvins-salted-egg-t3,Popular salted egg fish skin and chips,,,,,,,6:00 AM - 11:00 PM,SIN-T3,SIN,Irvins Salted Egg
1385,207,muji-t3,Minimalist Japanese home goods,,,,,,,6:00 AM - 11:00 PM,SIN-T3,SIN,Muji
1386,207,tokyu-hands-t3,Japanese lifestyle store,,,,,,,6:00 AM - 11:00 PM,SIN-T3,SIN,Tokyu Hands
1436,208,canopy-park-t4,"Indoor park with nets, mazes and slides",,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Canopy Park
1433,208,manulife-sky-nets-t4,Walking and bouncing nets suspended in the air,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Manulife Sky Nets
1434,208,mirror-maze-t4,Immersive mirror maze experience,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Mirror Maze
1435,208,changi-experience-studio-t4,Interactive digital attraction about Changi Airport,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Changi Experience Studio
1431,208,entertainment-deck-t4,Games and entertainment zone,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Entertainment Deck
1432,208,butterfly-garden-t4,Tropical butterfly habitat with flowering plants,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Butterfly Garden
1430,208,cactus-garden-t4,Outdoor roof garden with over 100 species of cacti,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Cactus Garden
1428,208,koi-pond-t4,Tranquil pond with Japanese koi fish,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Koi Pond
1429,208,sunflower-garden-t4,Rooftop garden with viewing gallery,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Sunflower Garden
1409,208,tiger-street-lab-t4,Craft beer and local fare,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Tiger Street Lab
1408,208,din-tai-fung-t4,Renowned Taiwanese restaurant famous for xiaolongbao,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Din Tai Fung
1411,208,paradise-dynasty-t4,Known for signature colorful xiaolongbao,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Paradise Dynasty
1410,208,koi-the-t4,Premium Taiwanese bubble tea,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Koi Thé
1407,208,ya-kun-kaya-toast-t4,Traditional Singaporean breakfast sets,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Ya Kun Kaya Toast
1406,208,sushi-tei-t4,Premium sushi and Japanese cuisine,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Sushi Tei
1412,208,song-fa-bak-kut-teh-t4,Award-winning pork rib soup,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Song Fa Bak Kut Teh
1423,208,ambassador-transit-hotel-t4,In-terminal hotel for transiting passengers,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Ambassador Transit Hotel
1422,208,yotelair-singapore-changi-t4,Modern capsule-style transit hotel inside the terminal,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,YOTELAIR Singapore Changi
1419,208,singapore-airlines-silverkris-lounge-t4,Premium lounge for Singapore Airlines first and business class passengers,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Singapore Airlines SilverKris Lounge
1421,208,plaza-premium-lounge-t4,Award-winning independent airport lounge,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Plaza Premium Lounge
1420,208,sats-premier-lounge-t4,Comfortable lounge with shower facilities,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,SATS Premier Lounge
1427,208,uob-currency-exchange-t4,Competitive rates for currency exchange,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,UOB Currency Exchange
1424,208,telecommunications-kiosk-t4,SIM cards and mobile services,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Telecommunications Kiosk
1425,208,trs-tax-refund-t4,Tourist refund scheme counter,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,TRS Tax Refund
1426,208,spa-express-t4,Quick massage and spa treatments,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Spa Express
1418,208,lotte-duty-free-t4,Korean duty-free retailer,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Lotte Duty Free
1415,208,charles-keith,Singaporean footwear and accessories brand,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Charles & Keith
1413,208,zara-t4,Spanish fast fashion retailer,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Zara
1414,208,irvins-salted-egg-t4,Popular salted egg fish skin and chips,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Irvins Salted Egg
1416,208,twg-tea,Luxury tea brand,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,TWG Tea
1417,208,tokyu-hands-t4,Japanese lifestyle store,,,,,,,6:00 AM - 11:00 PM,SIN-T4,SIN,Tokyu Hands 
