id,created_at,amenity_slug,description,website_url,logo_url,vibe_tags,booking_required,available_in_tr,price_level,opening_hours,terminal_code,airport_code,name
30019,2025-08-03T15:31:40.004Z,guardian-health-beauty-level-2-shop-69-sint1,"",,,{Shop,Quick},false,true,,{"Monday-Sunday":"06:00-00:00"},SIN-T1,SIN,"Guardian Health & Beauty - Level 2 Shop 69"
30020,2025-08-03T15:31:40.004Z,gucci-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"Gucci"
30021,2025-08-03T15:31:40.004Z,herms-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"HERMÈS"
30022,2025-08-03T15:31:40.004Z,kaboom-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"Kaboom"
30023,2025-08-03T15:31:40.004Z,lindt-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"Lindt"
30024,2025-08-03T15:31:40.004Z,longchamp-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"Longchamp"
30025,2025-08-03T15:31:40.004Z,lotte-duty-free-wines-spirits-level-1-shop-10-sint1,"",,,{Shop},false,true,,{"Monday-Sunday":"24/7"},SIN-T1,SIN,"LOTTE DUTY FREE WINES & SPIRITS - Level 1 Shop 10"
30026,2025-08-03T15:31:40.004Z,lotte-duty-free-wines-spirits-level-1-shop-23-sint1,"",,,{Shop},false,true,,{"Monday-Sunday":"24/7"},SIN-T1,SIN,"LOTTE DUTY FREE WINES & SPIRITS - Level 1 Shop 23"
30027,2025-08-03T15:31:40.004Z,lotte-duty-free-wines-spirits-level-2-shop-53-sint1,"",,,{Shop},false,true,,{"Monday-Sunday":"24/7"},SIN-T1,SIN,"LOTTE DUTY FREE WINES & SPIRITS - Level 2 Shop 53"
30028,2025-08-03T15:31:40.004Z,lotte-duty-free-wines-spirits-level-2-shop-68-sint1,"",,,{Shop},false,true,,{"Monday-Sunday":"06:00-00:00"},SIN-T1,SIN,"LOTTE DUTY FREE WINES & SPIRITS - Level 2 Shop 68"
30029,2025-08-03T15:31:40.004Z,lotte-duty-free-wines-spirits-level-2-shop-22-sint1,"",,,{Shop},false,true,,{"Monday-Sunday":"06:00-00:00"},SIN-T1,SIN,"LOTTE DUTY FREE WINES & SPIRITS - Level 2 Shop 22"
30030,2025-08-03T15:31:40.004Z,lotte-duty-free-wines-spirits-level-2-shop-46-sint1,"",,,{Shop},false,true,,{"Monday-Sunday":"24/7"},SIN-T1,SIN,"LOTTE DUTY FREE WINES & SPIRITS - Level 2 Shop 46"
30031,2025-08-03T15:31:40.004Z,louis-vuitton-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"Louis Vuitton"
30032,2025-08-03T15:31:40.004Z,lululemon-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"lululemon"
30033,2025-08-03T15:31:40.004Z,sunglass-hut-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"Sunglass Hut"
30034,2025-08-03T15:31:40.004Z,swarovski-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"Swarovski"
30035,2025-08-03T15:31:40.004Z,tiffany-co-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"Tiffany & Co."
30036,2025-08-03T15:31:40.004Z,times-travel-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"Times Travel"
30037,2025-08-03T15:31:40.004Z,tory-burch-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"Tory Burch"
30038,2025-08-03T15:31:40.004Z,travelex-money-changer-sint1,"",,,{Quick,Shop},false,false,,{},SIN-T1,SIN,"Travelex Money Changer"
30039,2025-08-03T15:31:40.004Z,twg-tea-boutique-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"TWG Tea Boutique"
30040,2025-08-03T15:31:40.004Z,victorias-secret-beauty-accessories-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"Victoria's Secret Beauty & Accessories"
30041,2025-08-03T15:31:40.004Z,wh-smith-before-security-level-1-shop-84-sint1,"",,,{Shop},false,false,,{"Monday-Sunday":"07:00-23:00"},SIN-T1,SIN,"WH Smith - Before Security Level 1 Shop 84"
30042,2025-08-03T15:31:40.004Z,wh-smith-level-2-shop-67-sint1,"",,,{Shop},false,true,,{"Monday-Sunday":"24/7"},SIN-T1,SIN,"WH Smith - Level 2 Shop 67"
30043,2025-08-03T15:31:40.004Z,wh-smith-level-2-shop-41-sint1,"",,,{Shop},false,true,,{"Monday-Sunday":"24/7"},SIN-T1,SIN,"WH Smith - Level 2 Shop 41"
30044,2025-08-03T15:31:40.004Z,electronicscomputerssprintcasst1-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"electronics-computers-sprint-cass-t1"
30045,2025-08-03T15:31:40.004Z,fragrancebakkwat1-sint1,"Shopping amenity in SIN-T1",,,{Shop},false,true,,{},SIN-T1,SIN,"fragrance-bak-kwa-t1"
30046,2025-08-03T15:31:40.004Z,garrettpopcornt1-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"garrett-popcorn-t1"
30047,2025-08-03T15:31:40.004Z,gassanwatchest1-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"gassan-watches-t1"
30048,2025-08-03T15:31:40.004Z,giordanosint1-sint1,"Shopping amenity in SIN-T1",,,{Shop},false,true,,{},SIN-T1,SIN,"giordano-sin-t1"
30049,2025-08-03T15:31:40.004Z,guardianhealthbeautysint116-sint1,"",,,{Shop,Quick},false,true,,{},SIN-T1,SIN,"guardian-health-beauty-sin-t1-16"
30050,2025-08-03T15:31:40.004Z,guardianhealthbeautysint169-sint1,"",,,{Shop,Quick},false,true,,{},SIN-T1,SIN,"guardian-health-beauty-sin-t1-69"
30051,2025-08-03T15:31:40.004Z,guccit1-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"gucci-t1"
30052,2025-08-03T15:31:40.004Z,hermest1-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"hermes-t1"
30053,2025-08-03T15:31:40.004Z,irvinssaltedeggt1-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"irvins-salted-egg-t1"
30054,2025-08-03T15:31:40.004Z,kaboomt1-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"kaboom-t1"
30055,2025-08-03T15:31:40.004Z,lindt-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"lindt"
30056,2025-08-03T15:31:40.004Z,longchampt1-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"longchamp-t1"
30057,2025-08-03T15:31:40.004Z,lottedutyfreewinesspiritst1level110-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"lotte-duty-free-wines-spirits-t1-level-1-10"
30058,2025-08-03T15:31:40.004Z,lottedutyfreewinesspiritst1level123-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"lotte-duty-free-wines-spirits-t1-level-1-23"
30059,2025-08-03T15:31:40.004Z,lottedutyfreewinesspiritst1level253-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"lotte-duty-free-wines-spirits-t1-level-2-53"
30060,2025-08-03T15:31:40.004Z,lottedutyfreewinesspiritst1level268-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"lotte-duty-free-wines-spirits-t1-level-2-68"
30061,2025-08-03T15:31:40.004Z,lottedutyfreewinesspiritst1level222-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"lotte-duty-free-wines-spirits-t1-level-2-22"
30062,2025-08-03T15:31:40.004Z,lottedutyfreewinesspiritst1level246-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"lotte-duty-free-wines-spirits-t1-level-2-46"
30063,2025-08-03T15:31:40.004Z,louisvuittont1-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"louis-vuitton-t1"
30064,2025-08-03T15:31:40.004Z,lululemon-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"lululemon"
30065,2025-08-03T15:31:40.004Z,motherandchild-sint1,"",,,{Explore},false,false,,{},SIN-T1,SIN,"mother-and-child"
30066,2025-08-03T15:31:40.004Z,sagaseed-sint1,"",,,{Explore},false,true,,{},SIN-T1,SIN,"saga-seed"
30067,2025-08-03T15:31:40.004Z,spiritofman-sint1,"",,,{Explore},false,true,,{},SIN-T1,SIN,"spirit-of-man"
30068,2025-08-03T15:31:40.004Z,sunglasshutt1-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"sunglass-hut-t1"
30069,2025-08-03T15:31:40.004Z,swarovskit1-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"swarovski-t1"
30070,2025-08-03T15:31:40.004Z,tiffanyco-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"tiffany-co"
30071,2025-08-03T15:31:40.004Z,timestravel-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"times-travel"
30072,2025-08-03T15:31:40.004Z,toryburcht1-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"tory-burch-t1"
30073,2025-08-03T15:31:40.004Z,travelexmoneychangert1-sint1,"",,,{Quick,Shop},false,false,,{},SIN-T1,SIN,"travelex-money-changer-t1"
30074,2025-08-03T15:31:40.004Z,twgteaboutiquet1-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"twg-tea-boutique-t1"
30075,2025-08-03T15:31:40.004Z,uniqlot1-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"uniqlo-t1"
30076,2025-08-03T15:31:40.004Z,victoriassecretbeautyaccessoriest1-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"victorias-secret-beauty-accessories-t1"
30077,2025-08-03T15:31:40.004Z,whsmitht1level184-sint1,"",,,{Shop},false,false,,{},SIN-T1,SIN,"whsmith-t1-level-1-84"
30078,2025-08-03T15:31:40.004Z,whsmitht1level267-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"whsmith-t1-level-2-67"
30079,2025-08-03T15:31:40.004Z,whsmitht1level241-sint1,"",,,{Shop},false,true,,{},SIN-T1,SIN,"whsmith-t1-level-2-41"
30080,2025-08-03T15:31:40.004Z,spirit-of-man-success-and-achievement-sint2,"",,,{Explore},false,false,,{},SIN-T2,SIN,"Spirit of Man (Success and Achievement)"
30081,2025-08-03T15:31:40.004Z,the-memory-of-lived-space-sint2,"",,,{Explore},false,false,,{},SIN-T2,SIN,"The Memory of Lived Space"
30082,2025-08-03T15:31:40.004Z,vessel-sint2,"",,,{Explore},false,true,,{},SIN-T2,SIN,"Vessel"
30083,2025-08-03T15:31:40.004Z,eu-yan-sang--sint2,"",,,{Shop},false,false,,{},SIN-T2,SIN,"Eu Yan Sang "
30084,2025-08-03T15:31:40.004Z,fragrance-bak-kwa-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"Fragrance Bak Kwa"
30085,2025-08-03T15:31:40.004Z,gassan-watches-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"Gassan Watches"
30086,2025-08-03T15:31:40.004Z,guardian-health-beauty-before-security-level-2-shop-13-sint2,"",,,{Shop,Quick},false,false,,{"Monday-Sunday":"07:00-23:00"},SIN-T2,SIN,"Guardian Health & Beauty - Before Security Level 2 Shop 13"
30087,2025-08-03T15:31:40.004Z,guardian-health-beauty-level-2-shop-155-sint2,"",,,{Shop,Quick},false,true,,{"Monday-Sunday":"24/7"},SIN-T2,SIN,"Guardian Health & Beauty - Level 2 Shop 155"
30088,2025-08-03T15:31:40.004Z,gucci-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"Gucci"
30089,2025-08-03T15:31:40.004Z,herms-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"HERMÈS"
30090,2025-08-03T15:31:40.004Z,kaboom-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"Kaboom"
30091,2025-08-03T15:31:40.004Z,kering-eyewear-x-lagardere-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"Kering Eyewear x Lagardere"
30092,2025-08-03T15:31:40.004Z,longchamp-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"Longchamp"
30093,2025-08-03T15:31:40.004Z,lotte-duty-free-wines-spirits-level-1-shop-176-sint2,"",,,{Shop},false,true,,{"Monday-Sunday":"24/7"},SIN-T2,SIN,"LOTTE DUTY FREE WINES & SPIRITS - Level 1 Shop 176"
30094,2025-08-03T15:31:40.004Z,lotte-duty-free-wines-spirits-level-2-shop-401-sint2,"",,,{Shop},false,true,,{"Monday-Sunday":"24/7"},SIN-T2,SIN,"LOTTE DUTY FREE WINES & SPIRITS - Level 2 Shop 401"
30095,2025-08-03T15:31:40.004Z,lotte-duty-free-wines-spirits-level-2-shop-91-sint2,"",,,{Shop},false,true,,{"Monday-Sunday":"24/7"},SIN-T2,SIN,"LOTTE DUTY FREE WINES & SPIRITS - Level 2 Shop 91"
30096,2025-08-03T15:31:40.004Z,lotte-duty-free-wines-spirits-level-1-shop-151-sint2,"",,,{Shop},false,true,,{"Monday-Sunday":"24/7"},SIN-T2,SIN,"LOTTE DUTY FREE WINES & SPIRITS - Level 1 Shop 151"
30097,2025-08-03T15:31:40.004Z,lotte-duty-free-wines-spirits-level-3-shop-189-sint2,"",,,{Shop},false,true,,{"Monday-Sunday":"24/7"},SIN-T2,SIN,"LOTTE DUTY FREE WINES & SPIRITS - Level 3 Shop 189"
30098,2025-08-03T15:31:40.004Z,lotte-duty-free-wines-spirits-level-2-shop-197-sint2,"",,,{Shop},false,true,,{"Monday-Sunday":"06:00-01:00"},SIN-T2,SIN,"LOTTE DUTY FREE WINES & SPIRITS - Level 2 Shop 197"
30099,2025-08-03T15:31:40.004Z,sunglass-hut-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"Sunglass Hut"
30100,2025-08-03T15:31:40.004Z,swarovski-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"Swarovski"
30101,2025-08-03T15:31:40.004Z,the-digital-gadgets-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"The Digital Gadgets"
30102,2025-08-03T15:31:40.004Z,tods-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"Tod's"
30103,2025-08-03T15:31:40.004Z,tommy-hilfiger-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"Tommy Hilfiger"
30104,2025-08-03T15:31:40.004Z,tory-burch-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"Tory Burch"
30105,2025-08-03T15:31:40.004Z,travelex-money-changer-sint2,"",,,{Quick,Shop},false,false,,{},SIN-T2,SIN,"Travelex Money Changer"
30106,2025-08-03T15:31:40.004Z,tumi-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"TUMI"
30107,2025-08-03T15:31:40.004Z,twg-tea-boutique-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"TWG Tea Boutique"
30108,2025-08-03T15:31:40.004Z,unity-sint2,"",,,{Shop,Quick},false,true,,{},SIN-T2,SIN,"Unity"
30109,2025-08-03T15:31:40.004Z,uob-gold-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"UOB Gold"
30110,2025-08-03T15:31:40.004Z,victorias-secret-beauty-accessories-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"Victoria's Secret Beauty & Accessories"
30111,2025-08-03T15:31:40.004Z,wh-smith-before-security-level-1-shop-26-sint2,"",,,{Shop},false,false,,{"Monday-Sunday":"07:00-23:00"},SIN-T2,SIN,"WH Smith - Before Security Level 1 Shop 26"
30112,2025-08-03T15:31:40.004Z,wh-smith-level-2-shop-207-sint2,"",,,{Shop},false,true,,{"Monday-Sunday":"06:00-01:00"},SIN-T2,SIN,"WH Smith - Level 2 Shop 207"
30113,2025-08-03T15:31:40.004Z,zegna-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"ZEGNA"
30114,2025-08-03T15:31:40.004Z,euyansang-sint2,"",,,{Shop},false,false,,{},SIN-T2,SIN,"eu-yan-sang"
30115,2025-08-03T15:31:40.004Z,filakidst2-sint2,"",,,{Shop},false,false,,{},SIN-T2,SIN,"fila-kids-t2"
30116,2025-08-03T15:31:40.004Z,fragrancebakkwat2-sint2,"Shopping amenity in SIN-T2",,,{Shop},false,true,,{},SIN-T2,SIN,"fragrance-bak-kwa-t2"
30117,2025-08-03T15:31:40.004Z,gassanwatchest2-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"gassan-watches-t2"
30118,2025-08-03T15:31:40.004Z,guardianhealthbeautysint213-sint2,"",,,{Shop,Quick},false,false,,{},SIN-T2,SIN,"guardian-health-beauty-sin-t2-13"
30119,2025-08-03T15:31:40.004Z,guardianhealthbeautysint2155-sint2,"",,,{Shop,Quick},false,true,,{},SIN-T2,SIN,"guardian-health-beauty-sin-t2-155"
30120,2025-08-03T15:31:40.004Z,guccit2-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"gucci-t2"
30121,2025-08-03T15:31:40.004Z,hermest2-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"hermes-t2"
30122,2025-08-03T15:31:40.004Z,kaboomt2-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"kaboom-t2"
30123,2025-08-03T15:31:40.004Z,keringeyewearlagardere-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"kering-eyewear-lagardere"
30124,2025-08-03T15:31:40.004Z,longchampt2-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"longchamp-t2"
30125,2025-08-03T15:31:40.004Z,lottedutyfreewinesspiritst2level1176-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"lotte-duty-free-wines-spirits-t2-level-1-176"
30126,2025-08-03T15:31:40.004Z,lottedutyfreewinesspiritst2level291-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"lotte-duty-free-wines-spirits-t2-level-2-91"
30127,2025-08-03T15:31:40.004Z,lottedutyfreewinesspiritst2level1151-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"lotte-duty-free-wines-spirits-t2-level-1-151"
30128,2025-08-03T15:31:40.004Z,lottedutyfreewinesspiritst2level2401-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"lotte-duty-free-wines-spirits-t2-level-2-401"
30129,2025-08-03T15:31:40.004Z,lottedutyfreewinesspiritst2level3189-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"lotte-duty-free-wines-spirits-t2-level-3-189"
30130,2025-08-03T15:31:40.004Z,lottedutyfreewinesspiritst2level2197-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"lotte-duty-free-wines-spirits-t2-level-2-197"
30131,2025-08-03T15:31:40.004Z,sunglasshutt2-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"sunglass-hut-t2"
30132,2025-08-03T15:31:40.004Z,swarovskit2-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"swarovski-t2"
30133,2025-08-03T15:31:40.004Z,tods-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"tods"
30134,2025-08-03T15:31:40.004Z,tommyhilfiger-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"tommy-hilfiger"
30135,2025-08-03T15:31:40.004Z,toryburcht2-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"tory-burch-t2"
30136,2025-08-03T15:31:40.004Z,travelexmoneychangert2-sint2,"",,,{Quick,Shop},false,false,,{},SIN-T2,SIN,"travelex-money-changer-t2"
30137,2025-08-03T15:31:40.004Z,tumi-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"tumi"
30138,2025-08-03T15:31:40.004Z,twgteaboutiquet2-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"twg-tea-boutique-t2"
30139,2025-08-03T15:31:40.004Z,unity-sint2,"",,,{Shop,Quick},false,true,,{},SIN-T2,SIN,"unity"
30140,2025-08-03T15:31:40.004Z,uobgold-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"uob-gold"
30141,2025-08-03T15:31:40.004Z,victoriassecretbeautyaccessoriest2-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"victorias-secret-beauty-accessories-t2"
30142,2025-08-03T15:31:40.004Z,whsmitht2level126-sint2,"",,,{Shop},false,false,,{},SIN-T2,SIN,"whsmith-t2-level-1-26"
30143,2025-08-03T15:31:40.004Z,whsmitht2level2207-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"whsmith-t2-level-2-207"
30144,2025-08-03T15:31:40.004Z,zegna-sint2,"",,,{Shop},false,true,,{},SIN-T2,SIN,"zegna"
30145,2025-08-03T15:31:40.004Z,birds-in-flight-sint3,"",,,{Explore},false,true,,{},SIN-T3,SIN,"Birds in Flight"
30146,2025-08-03T15:31:40.004Z,coming-home-sint3,"",,,{Explore},false,false,,{},SIN-T3,SIN,"Coming Home"
30147,2025-08-03T15:31:40.004Z,electronics-computers-by-sprintcass-sint3,"",,,{Shop},false,true,,{},SIN-T3,SIN,"Electronics Computers by Sprint-Cass"
30148,2025-08-03T15:31:40.004Z,fragrance-bak-kwa-sint3,"",,,{Shop},false,true,,{},SIN-T3,SIN,"Fragrance Bak Kwa"
30149,2025-08-03T15:31:40.004Z,furla-sint3,"",,,{Shop},false,true,,{},SIN-T3,SIN,"Furla"
30150,2025-08-03T15:31:40.004Z,goldheart-sint3,"",,,{Shop},false,true,,{},SIN-T3,SIN,"Goldheart"
30151,2025-08-03T15:31:40.004Z,guardian-health-beauty-before-security-basement-shop-24-sint3,"",,,{Shop,Quick},false,false,,{"Monday-Sunday":"10:00-23:00"},SIN-T3,SIN,"Guardian Health & Beauty - Before Security Basement Shop 24"
30152,2025-08-03T15:31:40.004Z,guardian-health-beauty-level-2-shop-66-sint3,"",,,{Shop,Quick},false,true,,{"Monday-Sunday":"06:00-01:00"},SIN-T3,SIN,"Guardian Health & Beauty - Level 2 Shop 66"
30153,2025-08-03T15:31:40.004Z,guardian-health-beauty-level-2-shop-29-sint3,"",,,{Shop,Quick},false,true,,{"Monday-Sunday":"24/7"},SIN-T3,SIN,"Guardian Health & Beauty - Level 2 Shop 29"
30154,2025-08-03T15:31:40.004Z,herms-sint3,"",,,{Shop},false,true,,{},SIN-T3,SIN,"HERMÈS"
30155,2025-08-03T15:31:40.004Z,kaboom-sint3,"",,,{Shop},false,true,,{},SIN-T3,SIN,"Kaboom"
30156,2025-08-03T15:31:40.004Z,kunthaville-sint3,"",,,{Shop},false,true,,{},SIN-T3,SIN,"Kunthaville"
30157,2025-08-03T15:31:40.004Z,lego-airport-store-sint3,"",,,{Shop},false,true,,{},SIN-T3,SIN,"LEGO® Airport Store"
30158,2025-08-03T15:31:40.004Z,longchamp-sint3,"",,,{Shop},false,true,,{},SIN-T3,SIN,"Longchamp"
30159,2025-08-03T15:31:40.004Z,lotte-duty-free-wines-spirits-level-1-shop-29-sint3,"",,,{Shop},false,true,,{"Monday-Sunday":"24/7"},SIN-T3,SIN,"LOTTE DUTY FREE WINES & SPIRITS - Level 1 Shop 29"
30160,2025-08-03T15:31:40.004Z,lotte-duty-free-wines-spirits-level-1-shop-19-sint3,"",,,{Shop},false,true,,{"Monday-Sunday":"24/7"},SIN-T3,SIN,"LOTTE DUTY FREE WINES & SPIRITS - Level 1 Shop 19"
30161,2025-08-03T15:31:40.004Z,lotte-duty-free-wines-spirits-level-2-shop-65-sint3,"",,,{Shop},false,true,,{"Monday-Sunday":"06:00-01:00"},SIN-T3,SIN,"LOTTE DUTY FREE WINES & SPIRITS - Level 2 Shop 65"
30162,2025-08-03T15:31:40.004Z,lotte-duty-free-wines-spirits-level-2-shop-10-sint3,"",,,{Shop},false,true,,{"Monday-Sunday":"06:00-01:00"},SIN-T3,SIN,"LOTTE DUTY FREE WINES & SPIRITS - Level 2 Shop 10"
30163,2025-08-03T15:31:40.004Z,lotte-duty-free-wines-spirits-level-2-shop-37-sint3,"",,,{Shop},false,true,,{"Monday-Sunday":"24/7"},SIN-T3,SIN,"LOTTE DUTY FREE WINES & SPIRITS - Level 2 Shop 37"
30164,2025-08-03T15:31:40.004Z,lotte-duty-free-wines-spirits-level-3-shop-7-sint3,"",,,{Shop},false,true,,{"Monday-Sunday":"24/7"},SIN-T3,SIN,"LOTTE DUTY FREE WINES & SPIRITS - Level 3 Shop 7"
30165,2025-08-03T15:31:40.004Z,louis-vuitton-sint3,"",,,{Shop},false,true,,{},SIN-T3,SIN,"Louis Vuitton"
30166,2025-08-03T15:31:40.004Z,sunglass-hut-sint3,"",,,{Shop},false,true,,{},SIN-T3,SIN,"Sunglass Hut"
30167,2025-08-03T15:31:40.004Z,swarovski-sint3,"",,,{Shop},false,true,,{},SIN-T3,SIN,"Swarovski"
